grau;id_orgao_julgador;procedimento;anomes;quantidade_baixados;quantidade_remetidos_ent;quantidade_remetidos_saida;quantidade_novos;quantidade_baixados_12m;quantidade_remetidos_ent_12m;quantidade_remetidos_saida_12m;quantidade_novos_12m
JE;36420700001;Execução Judicial;202309;25;4;3;71;307;10;23;375
JE;36420700001;Execução Judicial;202310;41;1;3;63;348;11;26;438
JE;36420700001;Execução de Título Extrajudicial;202310;16;1;1;15;122;7;8;101
JE;36420700001;Conhecimento;202310;581;276;291;518;4594;2353;2489;4378
JE;36420700001;Execução Judicial;202311;43;1;0;77;391;12;26;515
JE;36420700001;Execução de Título Extrajudicial;202311;19;1;3;23;141;8;11;124
JE;36420700001;Conhecimento;202311;670;288;275;461;5264;2641;2764;4839
JE;36420700001;Execução de Título Extrajudicial;202312;10;0;0;11;151;8;11;135
JE;36420700001;Conhecimento;202312;467;193;190;329;5731;2834;2954;5168
JE;36420700001;Execução Judicial;202312;37;0;0;47;428;12;26;562
JE;36420700001;Conhecimento;202401;271;139;89;276;5840;2824;2956;5211
JE;36420700001;Execução de Título Extrajudicial;202401;8;1;0;12;150;7;9;135
JE;36420700001;Execução Judicial;202401;24;0;0;84;424;12;25;608
JE;36420700001;Conhecimento;202402;742;223;261;397;6195;2891;2976;5213
JE;36420700001;Execução Judicial;202402;66;0;0;59;471;12;24;645
JE;36420700001;Execução de Título Extrajudicial;202402;14;0;1;16;160;7;10;145
JE;36420700001;Execução Judicial;202403;45;0;0;71;490;11;23;676
JE;36420700001;Conhecimento;202403;504;253;249;419;6291;2894;2971;5190
JE;36420700001;Execução de Título Extrajudicial;202403;15;0;0;17;164;7;9;156
JE;36420700001;Execução de Título Extrajudicial;202404;12;0;0;16;167;7;8;165
JE;36420700001;Conhecimento;202404;586;281;304;526;6611;3001;3121;5368
JE;36420700001;Execução Judicial;202404;60;1;1;80;511;12;24;718
JE;36420700001;Execução Judicial;202405;85;0;1;81;546;11;22;770
JE;36420700001;Execução de Título Extrajudicial;202405;15;0;1;15;165;7;9;171
JE;36420700001;Conhecimento;202405;564;285;266;432;6690;3031;3127;5331
JE;36420700001;Conhecimento;202406;602;264;304;469;6853;3095;3202;5381
JE;36420700001;Execução Judicial;202406;66;2;3;72;579;12;25;796
JE;36420700001;Execução de Título Extrajudicial;202406;16;0;0;12;164;7;8;168
JE;36420700001;Execução Judicial;202407;72;2;5;75;588;12;26;815
JE;36420700001;Conhecimento;202407;489;209;228;371;6780;3012;3145;5305
JE;36420700001;Execução de Título Extrajudicial;202407;15;2;0;15;170;9;8;173
JE;36420700001;Conhecimento;202408;379;209;196;385;6576;2911;2964;5089
JE;36420700001;Execução Judicial;202408;62;1;2;71;626;12;18;851
JE;36420700001;Execução de Título Extrajudicial;202408;19;0;0;13;176;8;7;176
JE;36420700001;Execução Judicial;202409;48;3;4;45;649;11;19;825
JE;36420700001;Conhecimento;202409;321;165;145;311;6176;2785;2798;4894
JE;36420700001;Execução de Título Extrajudicial;202409;10;0;1;25;169;5;7;190
JE;36420700001;Conhecimento;202410;390;205;213;384;5985;2714;2720;4760
JE;36420700001;Execução Judicial;202410;52;2;4;72;660;12;20;834
JE;36420700001;Execução de Título Extrajudicial;202410;14;0;1;17;167;4;7;192
JE;36420700001;Conhecimento;202411;446;209;237;355;5761;2635;2682;4654
JE;36420700001;Execução de Título Extrajudicial;202411;42;1;0;10;190;4;4;179
JE;36420700001;Execução Judicial;202411;93;2;6;51;710;13;26;808
JE;36420700001;Execução Judicial;202412;54;3;10;63;727;16;36;824
JE;36420700001;Execução de Título Extrajudicial;202412;15;0;0;8;195;4;4;176
JE;36420700001;Conhecimento;202412;357;128;171;313;5651;2570;2663;4638
JE;36420700001;Execução Judicial;202501;32;1;8;42;735;17;44;782
JE;36420700001;Execução de Título Extrajudicial;202501;9;0;3;15;196;3;7;179
JE;36420700001;Conhecimento;202501;221;125;138;289;5601;2556;2712;4651
JE;36420700001;Execução de Título Extrajudicial;202502;12;1;0;11;194;4;6;174
JE;36420700001;Execução Judicial;202502;91;2;4;41;760;19;48;764
JE;36420700001;Conhecimento;202502;357;145;149;348;5216;2478;2600;4602
JE;36420700001;Conhecimento;202503;149;12;8;209;4861;2237;2359;4392
JE;36420700001;Execução Judicial;202503;62;1;5;86;777;20;53;779
JE;36420700001;Execução de Título Extrajudicial;202503;8;0;0;14;187;4;6;171
JE;36420700001;Execução de Título Extrajudicial;202504;19;0;0;11;194;4;6;166
JE;36420700001;Conhecimento;202504;241;21;9;200;4516;1977;2064;4066
JE;36420700001;Execução Judicial;202504;85;0;11;54;802;19;63;753
JE;36420700001;Execução de Título Extrajudicial;202505;10;2;1;23;189;6;6;174
JE;36420700001;Execução Judicial;202505;64;0;8;65;781;19;70;737
JE;36420700001;Conhecimento;202505;198;13;3;207;4150;1705;1801;3841
JE;36420700001;Conhecimento;202506;335;15;6;214;3883;1456;1503;3586
JE;36420700001;Execução Judicial;202506;64;1;11;60;779;18;78;725
JE;36420700001;Execução de Título Extrajudicial;202506;24;0;1;10;197;6;7;172
JE;36420700001;Execução de Título Extrajudicial;202507;45;2;2;14;227;6;9;171
JE;36420700001;Conhecimento;202507;460;21;8;222;3854;1268;1283;3437
JE;36420700001;Execução Judicial;202507;130;0;9;99;837;16;82;749
JE;36420700001;Conhecimento;202508;181;14;4;218;3656;1073;1091;3270
JE;36420700001;Execução Judicial;202508;35;5;10;85;810;20;90;763
JE;36420700001;Execução de Título Extrajudicial;202508;7;2;1;11;215;8;10;169
JE;36420700001;Execução Judicial;202509;84;13;18;68;846;30;104;786
JE;36420700001;Conhecimento;202509;212;8;4;144;3547;916;950;3103
JE;36420700001;Execução de Título Extrajudicial;202509;16;1;0;17;221;9;9;161
JE;36420700001;Conhecimento;202510;187;2;6;179;3344;713;743;2898
JE;36420700001;Execução Judicial;202510;79;35;36;73;873;63;136;787
JE;36420700001;Execução de Título Extrajudicial;202510;17;0;0;17;224;9;8;161
JE;36420700001;Execução Judicial;202511;58;30;31;65;838;91;161;801
JE;36420700001;Conhecimento;202511;129;9;6;162;3027;513;512;2705
JE;36420700001;Execução de Título Extrajudicial;202511;8;1;0;10;190;9;8;161
JE;36420700001;Conhecimento;202512;148;5;4;127;2818;390;345;2519
JE;36420700001;Execução Judicial;202512;55;39;46;61;839;127;197;799
JE;36420700001;Execução de Título Extrajudicial;202512;10;2;1;32;185;11;9;185
JE;36420700001;Conhecimento;202601;93;5;6;158;2690;270;213;2388
JE;36420700001;Execução Judicial;202601;26;25;32;44;833;151;221;801
JE;36420700001;Execução de Título Extrajudicial;202601;2;0;1;21;178;11;7;191
JE;36420700001;Execução de Título Extrajudicial;202602;14;0;1;15;180;10;8;195
JE;36420700001;Conhecimento;202602;202;8;10;228;2535;133;74;2268
JE;36420700001;Execução Judicial;202602;63;18;42;57;805;167;259;817
JE;36420700001;Conhecimento;202603;176;12;13;267;2562;133;79;2326
JE;36420700001;Execução de Título Extrajudicial;202603;29;0;0;24;201;10;8;205
JE;36420700001;Execução Judicial;202603;56;36;42;76;799;202;296;807
JE;36420700001;Execução Judicial;202604;73;21;49;94;787;223;334;847
JE;36420700001;Conhecimento;202604;191;9;5;250;2512;121;75;2376
JE;36420700001;Execução de Título Extrajudicial;202604;14;0;1;19;196;10;9;213
JE;36420700001;Execução Judicial;202605;62;17;41;70;785;240;367;852
JE;36420700001;Execução de Título Extrajudicial;202605;22;0;0;21;208;8;8;211
JE;36420700001;Conhecimento;202605;265;6;9;214;2579;114;81;2383
JE;36420700001;Conhecimento;202606;164;1;3;175;2408;100;78;2344
JE;36420700001;Execução de Título Extrajudicial;202606;15;0;0;10;199;8;7;211
JE;36420700001;Execução Judicial;202606;40;18;17;48;761;257;373;840
JE;36450700007;Conhecimento;202301;21;3;2;55;21;3;2;55
JE;36450700007;Conhecimento;202302;67;386;398;60;88;389;400;115
JE;36450700007;Conhecimento;202303;72;27;28;57;160;416;428;172
JE;36450700007;Conhecimento;202304;79;0;1;71;239;416;429;243
JE;36450700007;Conhecimento;202305;126;0;0;112;365;416;429;355
JE;36450700007;Conhecimento;202306;118;5;6;72;483;421;435;427
JE;36450700007;Execução Judicial;202306;0;0;0;0;0;0;0;0
JE;36450700007;Conhecimento;202307;80;4;3;96;563;425;438;523
JE;36450700007;Conhecimento;202308;75;3;2;70;638;428;440;593
JE;36450700007;Conhecimento;202309;48;12;11;73;686;440;451;666
JE;36450700007;Conhecimento;202310;110;1;1;89;796;441;452;755
JE;36450700007;Conhecimento;202311;135;4;5;69;931;445;457;824
JE;36450700007;Conhecimento;202312;143;2;2;83;1074;447;459;907
JE;36450700007;Conhecimento;202401;25;8;4;63;1078;452;461;915
JE;36450700007;Conhecimento;202402;84;17;6;66;1095;83;69;921
JE;36450700007;Conhecimento;202403;75;15;2;62;1098;71;43;926
JE;36450700007;Conhecimento;202404;109;21;3;72;1128;92;45;927
JE;36450700007;Conhecimento;202405;94;12;4;81;1096;104;49;896
JE;36450700007;Conhecimento;202406;110;13;3;82;1088;112;46;906
JE;36450700007;Conhecimento;202407;109;11;2;56;1117;119;45;866
JE;36450700007;Conhecimento;202408;86;17;1;33;1128;133;44;829
JE;36450700007;Conhecimento;202409;91;16;4;67;1171;137;37;823
JE;36450700007;Conhecimento;202410;96;30;2;40;1157;166;38;774
JE;36450700007;Conhecimento;202411;77;3;3;41;1099;165;36;746
JE;36450700007;Conhecimento;202412;56;3;4;56;1012;166;38;719
JE;36450700007;Conhecimento;202501;80;10;3;55;1067;168;37;711
JE;36450700007;Conhecimento;202502;49;4;0;67;1032;155;31;712
JE;36450700007;Conhecimento;202503;51;4;4;66;1008;144;33;716
JE;36450700007;Conhecimento;202504;89;4;2;78;988;127;32;722
JE;36450700007;Conhecimento;202505;58;3;2;91;952;118;30;732
JE;36450700007;Conhecimento;202506;81;5;3;132;923;110;30;782
JE;36450700007;Conhecimento;202507;129;4;2;84;943;103;30;810
JE;36450700007;Conhecimento;202508;89;7;3;82;946;93;32;859
JE;36450700007;Conhecimento;202509;94;5;5;81;949;82;33;873
JE;36450700007;Conhecimento;202510;76;5;2;108;929;57;33;941
JE;36450700007;Conhecimento;202511;111;1;3;67;963;55;33;967
JE;36450700007;Conhecimento;202512;88;4;1;55;995;56;30;966
JE;36450700007;Conhecimento;202601;34;0;0;82;949;46;27;993
JE;36450700007;Conhecimento;202602;80;3;0;95;980;45;27;1021
JE;36450700007;Conhecimento;202603;91;6;3;70;1020;47;26;1025
JE;36450700007;Conhecimento;202604;84;5;4;77;1015;48;28;1024
JE;36450700007;Conhecimento;202605;107;9;1;84;1064;54;27;1017
JE;36450700007;Conhecimento;202606;52;12;4;54;1035;61;28;939
JE;63790010904;Conhecimento;202305;0;0;0;1;0;0;0;1
JE;63790010904;Conhecimento;202306;0;0;0;1;0;0;0;2
JE;63790010904;Conhecimento;202307;0;0;0;0;0;0;0;2
JE;63790010904;Conhecimento;202308;0;0;0;2;0;0;0;4
JE;63790010904;Conhecimento;202309;0;0;0;1;0;0;0;5
JE;63790010904;Conhecimento;202312;3;0;0;0;3;0;0;5
JE;63790010904;Conhecimento;202401;0;0;1;0;3;0;1;5
JE;63790010904;Conhecimento;202402;0;1;0;1;3;1;1;6
JE;63790010904;Conhecimento;202403;0;2;1;1;3;3;2;7
JE;63790010904;Conhecimento;202405;0;1;1;1;3;4;3;7
JE;63790010904;Conhecimento;202406;0;0;0;2;3;4;3;8
JE;63790010904;Conhecimento;202408;0;1;2;2;3;5;5;8
JE;63790010904;Conhecimento;202409;0;0;0;1;3;5;5;8
JE;63790010904;Conhecimento;202410;0;5;5;0;3;10;10;8
JE;63790010904;Conhecimento;202412;2;1;1;0;2;11;11;8
JE;63790010904;Conhecimento;202501;0;1;1;0;2;12;11;8
JE;63790010904;Conhecimento;202503;0;1;2;0;2;10;12;6
JE;63790010904;Conhecimento;202504;0;1;2;1;2;11;14;7
JE;63790010904;Conhecimento;202505;0;0;1;1;2;10;14;7
JE;63790010904;Conhecimento;202506;0;0;1;2;2;10;15;7
JE;63790010904;Conhecimento;202507;0;0;1;0;2;10;16;7
JE;63790010904;Conhecimento;202508;0;1;0;0;2;10;14;5
JE;63790010904;Conhecimento;202509;0;0;1;0;2;10;15;4
JE;63790010904;Conhecimento;202511;0;0;1;1;2;5;11;5
JE;63790010904;Conhecimento;202512;0;1;1;1;0;5;11;6
JE;63790010904;Conhecimento;202602;0;0;1;2;0;4;11;8
JE;63790010904;Conhecimento;202603;0;2;2;1;0;5;11;9
JE;63790010904;Conhecimento;202605;0;2;4;5;0;6;12;12
JE;63790010904;Conhecimento;202606;0;0;2;0;0;6;13;10
JE;743000020015;Conhecimento;202301;0;0;1;0;0;0;1;0
JE;743000020015;Conhecimento;202305;0;0;1;0;0;0;2;0
JE;743000020015;Conhecimento;202408;0;1;1;0;0;1;1;0
JE;743000020015;Conhecimento;202505;0;1;0;0;0;2;1;0
JE;743000020015;Conhecimento;202508;0;0;1;0;0;1;1;0
JE;743000020015;Conhecimento;202602;0;0;1;1;0;1;2;1
JE;743020220001;Conhecimento;202301;0;0;1;1;0;0;1;1
JE;743020220001;Conhecimento;202307;0;0;1;0;0;0;2;1
JE;743020220001;Conhecimento;202406;0;0;0;1;0;0;1;1
JE;743020220001;Conhecimento;202412;0;1;1;0;0;1;1;1
JE;743020220001;Execução de Título Extrajudicial;202511;0;0;0;1;0;0;0;1
JE;743020220001;Execução de Título Extrajudicial;202601;0;1;1;0;0;1;1;1
JE;743020220002;Conhecimento;202301;0;0;0;1;0;0;0;1
JE;743020220002;Conhecimento;202305;0;0;1;0;0;0;1;1
JE;743020220002;Conhecimento;202501;0;0;0;1;0;0;0;1
JE;743020220002;Conhecimento;202502;0;0;1;0;0;0;1;1
JE;743020220003;Conhecimento;202301;0;0;0;6;0;0;0;6
JE;743020220003;Execução de Título Extrajudicial;202301;0;0;0;0;0;0;0;0
JE;743020220003;Execução Judicial;202301;0;0;0;0;0;0;0;0
JE;743020220003;Conhecimento;202302;1;0;0;2;1;0;0;8
JE;743020220003;Execução de Título Extrajudicial;202302;0;0;0;0;0;0;0;0
JE;743020220003;Execução Judicial;202302;0;0;0;0;0;0;0;0
JE;743020220003;Execução de Título Extrajudicial;202303;1;0;0;0;1;0;0;0
JE;743020220003;Execução Judicial;202303;0;0;0;0;0;0;0;0
JE;743020220003;Conhecimento;202303;6;0;0;3;7;0;0;11
JE;743020220003;Execução de Título Extrajudicial;202304;0;0;0;0;1;0;0;0
JE;743020220003;Conhecimento;202304;4;0;0;3;11;0;0;14
JE;743020220003;Execução Judicial;202304;0;0;0;0;0;0;0;0
JE;743020220003;Execução Judicial;202305;0;0;0;1;0;0;0;1
JE;743020220003;Conhecimento;202305;3;0;0;2;14;0;0;16
JE;743020220003;Execução de Título Extrajudicial;202305;0;0;0;0;1;0;0;0
JE;743020220003;Conhecimento;202306;6;0;0;3;20;0;0;19
JE;743020220003;Execução de Título Extrajudicial;202306;0;0;0;0;1;0;0;0
JE;743020220003;Execução Judicial;202306;0;0;0;1;0;0;0;2
JE;743020220003;Conhecimento;202307;3;0;0;5;23;0;0;24
JE;743020220003;Execução de Título Extrajudicial;202307;1;0;0;1;2;0;0;1
JE;743020220003;Execução Judicial;202307;0;0;0;0;0;0;0;2
JE;743020220003;Execução Judicial;202308;0;0;0;0;0;0;0;2
JE;743020220003;Execução de Título Extrajudicial;202308;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202308;4;0;0;4;27;0;0;28
JE;743020220003;Execução de Título Extrajudicial;202309;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202309;4;0;0;0;31;0;0;28
JE;743020220003;Execução Judicial;202309;0;0;0;3;0;0;0;5
JE;743020220003;Execução Judicial;202310;0;0;0;0;0;0;0;5
JE;743020220003;Conhecimento;202310;5;0;0;4;36;0;0;32
JE;743020220003;Execução de Título Extrajudicial;202310;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202311;1;0;0;1;1;0;0;6
JE;743020220003;Execução de Título Extrajudicial;202311;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202311;3;0;0;1;39;0;0;33
JE;743020220003;Execução de Título Extrajudicial;202312;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202312;0;0;0;0;1;0;0;6
JE;743020220003;Conhecimento;202312;2;0;0;1;41;0;0;34
JE;743020220003;Execução de Título Extrajudicial;202401;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202401;0;0;0;2;1;0;0;8
JE;743020220003;Conhecimento;202401;2;0;0;3;43;0;0;31
JE;743020220003;Execução de Título Extrajudicial;202402;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202402;3;0;0;2;45;0;0;31
JE;743020220003;Execução Judicial;202402;1;0;0;0;2;0;0;8
JE;743020220003;Execução Judicial;202403;1;0;0;0;3;0;0;8
JE;743020220003;Execução de Título Extrajudicial;202403;0;0;0;0;1;0;0;1
JE;743020220003;Conhecimento;202403;1;0;0;2;40;0;0;30
JE;743020220003;Execução Judicial;202404;0;0;0;2;3;0;0;10
JE;743020220003;Conhecimento;202404;3;0;0;0;39;0;0;27
JE;743020220003;Execução de Título Extrajudicial;202404;0;0;0;0;1;0;0;1
JE;743020220003;Conhecimento;202405;0;0;0;6;36;0;0;31
JE;743020220003;Execução de Título Extrajudicial;202405;0;0;0;0;1;0;0;1
JE;743020220003;Execução Judicial;202405;0;0;0;1;3;0;0;10
JE;743020220003;Execução de Título Extrajudicial;202406;0;0;0;0;1;0;0;1
JE;743020220003;Conhecimento;202406;7;0;0;1;37;0;0;29
JE;743020220003;Execução Judicial;202406;0;0;0;0;3;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202407;0;0;0;0;0;0;0;0
JE;743020220003;Execução Judicial;202407;2;0;0;2;5;0;0;11
JE;743020220003;Conhecimento;202407;6;0;0;2;40;0;0;26
JE;743020220003;Execução de Título Extrajudicial;202408;0;0;0;0;0;0;0;0
JE;743020220003;Execução Judicial;202408;1;0;0;0;6;0;0;11
JE;743020220003;Conhecimento;202408;5;0;0;5;41;0;0;27
JE;743020220003;Execução de Título Extrajudicial;202409;1;0;0;0;1;0;0;0
JE;743020220003;Execução Judicial;202409;1;0;0;0;7;0;0;8
JE;743020220003;Conhecimento;202409;5;0;0;4;42;0;0;31
JE;743020220003;Conhecimento;202410;1;0;0;2;38;0;0;29
JE;743020220003;Execução Judicial;202410;0;0;0;1;7;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202410;0;0;0;1;1;0;0;1
JE;743020220003;Execução de Título Extrajudicial;202411;0;0;0;0;1;0;0;1
JE;743020220003;Execução Judicial;202411;0;0;0;3;6;0;0;11
JE;743020220003;Conhecimento;202411;0;0;0;1;35;0;0;29
JE;743020220003;Execução de Título Extrajudicial;202412;1;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202412;0;0;0;0;6;0;0;11
JE;743020220003;Conhecimento;202412;3;0;0;0;36;0;0;28
JE;743020220003;Execução de Título Extrajudicial;202501;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202501;0;0;0;0;6;0;0;9
JE;743020220003;Conhecimento;202501;1;0;0;6;35;0;0;31
JE;743020220003;Execução Judicial;202502;3;0;0;1;8;0;0;10
JE;743020220003;Conhecimento;202502;2;0;0;4;34;0;0;33
JE;743020220003;Execução de Título Extrajudicial;202502;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202503;0;0;0;1;7;0;0;11
JE;743020220003;Conhecimento;202503;3;0;0;6;36;0;0;37
JE;743020220003;Execução de Título Extrajudicial;202503;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202504;2;0;0;3;35;0;0;40
JE;743020220003;Execução Judicial;202504;0;0;0;0;7;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202504;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202505;4;0;0;1;39;0;0;35
JE;743020220003;Execução de Título Extrajudicial;202505;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202505;0;0;0;1;7;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202506;0;0;0;0;2;0;0;1
JE;743020220003;Execução Judicial;202506;1;0;0;1;8;0;0;10
JE;743020220003;Conhecimento;202506;4;0;0;0;36;0;0;34
JE;743020220003;Conhecimento;202507;3;0;0;1;33;0;0;33
JE;743020220003;Execução Judicial;202507;0;0;0;1;6;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202507;0;0;0;0;2;0;0;1
JE;743020220003;Conhecimento;202508;1;0;0;5;29;0;0;33
JE;743020220003;Execução Judicial;202508;0;0;0;0;5;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202508;0;0;0;0;2;0;0;1
JE;743020220003;Execução de Título Extrajudicial;202509;0;0;0;0;1;0;0;1
JE;743020220003;Conhecimento;202509;4;0;0;5;28;0;0;34
JE;743020220003;Execução Judicial;202509;0;0;0;1;4;0;0;10
JE;743020220003;Execução de Título Extrajudicial;202510;0;0;0;0;1;0;0;0
JE;743020220003;Execução Judicial;202510;1;0;0;0;5;0;0;9
JE;743020220003;Conhecimento;202510;1;0;0;4;28;0;0;36
JE;743020220003;Conhecimento;202511;0;0;0;7;28;0;0;42
JE;743020220003;Execução de Título Extrajudicial;202511;0;0;0;0;1;0;0;0
JE;743020220003;Execução Judicial;202511;1;0;0;0;6;0;0;6
JE;743020220003;Execução de Título Extrajudicial;202512;0;0;0;0;0;0;0;0
JE;743020220003;Conhecimento;202512;0;0;0;1;25;0;0;43
JE;743020220003;Execução Judicial;202512;0;0;0;0;6;0;0;6
JE;743020220003;Conhecimento;202601;7;0;0;3;31;0;0;40
JE;743020220003;Execução de Título Extrajudicial;202601;0;0;0;1;0;0;0;1
JE;743020220003;Execução Judicial;202601;1;0;0;0;7;0;0;6
JE;743020220003;Execução de Título Extrajudicial;202602;0;0;0;2;0;0;0;3
JE;743020220003;Conhecimento;202602;6;1;0;9;35;1;0;45
JE;743020220003;Execução Judicial;202602;0;0;0;1;4;0;0;6
JE;743020220003;Execução Judicial;202603;5;0;0;1;9;0;0;6
JE;743020220003;Execução de Título Extrajudicial;202603;1;0;0;2;1;0;0;5
JE;743020220003;Conhecimento;202603;10;0;0;5;42;1;0;44
JE;743020220003;Conhecimento;202604;4;0;0;10;44;1;0;51
JE;743020220003;Execução Judicial;202604;4;0;0;3;13;0;0;9
JE;743020220003;Execução de Título Extrajudicial;202604;0;0;1;0;1;0;1;5
JE;743020220003;Execução de Título Extrajudicial;202605;0;0;0;0;1;0;1;5
JE;743020220003;Conhecimento;202605;2;0;0;4;42;1;0;54
JE;743020220003;Execução Judicial;202605;0;0;0;5;13;0;0;13
JE;743020220003;Conhecimento;202606;6;1;1;3;44;2;1;57
JE;743020220003;Execução Judicial;202606;0;0;0;0;12;0;0;12
JE;743020220003;Execução de Título Extrajudicial;202606;0;0;0;0;1;0;1;5
JE;743020220004;Conhecimento;202301;0;0;1;0;0;0;1;0
JE;743020220004;Conhecimento;202302;3;0;1;1;3;0;2;1
JE;743020220004;Conhecimento;202303;3;0;0;0;6;0;2;1
JE;743020220004;Conhecimento;202304;1;0;0;1;7;0;2;2
JE;743020220004;Conhecimento;202305;0;1;0;2;7;1;2;4
JE;743020220004;Conhecimento;202306;11;0;0;5;18;1;2;9
JE;743020220004;Conhecimento;202307;2;0;0;3;20;1;2;12
JE;743020220004;Conhecimento;202308;0;0;0;1;20;1;2;13
JE;743020220004;Conhecimento;202309;0;0;0;6;20;1;2;19
JE;743020220004;Conhecimento;202310;4;0;0;1;24;1;2;20
JE;743020220004;Conhecimento;202311;0;1;0;1;24;2;2;21
JE;743020220004;Conhecimento;202312;1;0;0;1;25;2;2;22
JE;743020220004;Conhecimento;202401;0;0;0;2;25;2;1;24
JE;743020220004;Conhecimento;202402;1;0;0;2;23;2;0;25
JE;743020220004;Conhecimento;202403;2;0;0;0;22;2;0;25
JE;743020220004;Conhecimento;202404;3;0;0;0;24;2;0;24
JE;743020220004;Conhecimento;202405;1;2;0;0;25;3;0;22
JE;743020220004;Conhecimento;202406;0;0;0;0;14;3;0;17
JE;743020220004;Conhecimento;202407;3;0;0;1;15;3;0;15
JE;743020220004;Conhecimento;202408;3;1;0;0;18;4;0;14
JE;743020220004;Conhecimento;202409;0;1;0;0;18;5;0;8
JE;743020220004;Conhecimento;202410;2;0;0;6;16;5;0;13
JE;743020220004;Conhecimento;202411;3;1;0;1;19;5;0;13
JE;743020220004;Conhecimento;202412;4;1;0;1;22;6;0;13
JE;743020220004;Conhecimento;202501;1;0;0;3;23;6;0;14
JE;743020220004;Conhecimento;202502;3;1;0;0;25;7;0;12
JE;743020220004;Conhecimento;202503;4;0;0;0;27;7;0;12
JE;743020220004;Conhecimento;202504;1;0;0;1;25;7;0;13
JE;743020220004;Conhecimento;202505;6;0;0;3;30;5;0;16
JE;743020220004;Conhecimento;202506;1;0;0;0;31;5;0;16
JE;743020220004;Conhecimento;202507;8;1;0;2;36;6;0;17
JE;743020220004;Conhecimento;202508;1;1;0;0;34;6;0;17
JE;743020220004;Conhecimento;202509;1;0;0;3;35;5;0;20
JE;743020220004;Conhecimento;202510;3;1;0;2;36;6;0;16
JE;743020220004;Conhecimento;202511;3;1;0;0;36;6;0;15
JE;743020220004;Conhecimento;202512;0;0;0;3;32;5;0;17
JE;743020220004;Conhecimento;202601;2;0;0;0;33;5;0;14
JE;743020220004;Conhecimento;202602;1;0;0;0;31;4;0;14
JE;743020220004;Conhecimento;202603;6;1;0;0;33;5;0;14
JE;743020220004;Conhecimento;202604;0;1;0;0;32;6;0;13
JE;743020220004;Conhecimento;202605;0;1;0;1;26;7;0;11
JE;743020220004;Conhecimento;202606;1;0;0;0;26;7;0;11
JE;743020220009;Conhecimento;202301;0;1;0;0;0;1;0;0
JE;743020220009;Execução Judicial;202301;0;0;0;0;0;0;0;0
JE;743020220009;Execução Judicial;202302;0;0;0;0;0;0;0;0
JE;743020220009;Conhecimento;202302;2;0;0;0;2;1;0;0
JE;743020220009;Execução Judicial;202303;0;0;0;1;0;0;0;1
JE;743020220009;Conhecimento;202303;3;0;0;3;5;1;0;3
JE;743020220009;Execução Judicial;202304;1;0;0;0;1;0;0;1
JE;743020220009;Conhecimento;202304;1;0;0;0;6;1;0;3
JE;743020220009;Conhecimento;202305;1;0;0;0;7;1;0;3
JE;743020220009;Execução Judicial;202305;2;0;0;1;3;0;0;2
JE;743020220009;Conhecimento;202306;1;0;0;17;8;1;0;20
JE;743020220009;Execução Judicial;202306;0;0;0;2;3;0;0;4
JE;743020220009;Execução Judicial;202307;1;0;0;0;4;0;0;4
JE;743020220009;Conhecimento;202307;0;1;0;2;8;2;0;22
JE;743020220009;Conhecimento;202308;2;0;0;0;10;2;0;22
JE;743020220009;Execução Judicial;202308;0;0;0;0;4;0;0;4
JE;743020220009;Execução Judicial;202309;1;0;0;0;5;0;0;4
JE;743020220009;Conhecimento;202309;4;0;0;1;14;2;0;23
JE;743020220009;Conhecimento;202310;13;0;0;1;27;2;0;24
JE;743020220009;Execução Judicial;202310;0;0;0;1;5;0;0;5
JE;743020220009;Execução Judicial;202311;0;0;0;3;5;0;0;8
JE;743020220009;Conhecimento;202311;2;0;0;0;29;2;0;24
JE;743020220009;Execução Judicial;202312;0;0;0;0;5;0;0;8
JE;743020220009;Conhecimento;202312;2;0;0;1;31;2;0;25
JE;743020220009;Conhecimento;202401;9;0;0;1;40;1;0;26
JE;743020220009;Execução Judicial;202401;0;0;0;1;5;0;0;9
JE;743020220009;Execução Judicial;202402;0;0;0;0;5;0;0;9
JE;743020220009;Conhecimento;202402;1;0;0;1;39;1;0;27
JE;743020220009;Conhecimento;202403;1;0;0;0;37;1;0;24
